sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
nature_human_breathing_0058,data/corpus/nature/human/nature_human_breathing_0058.wav,nature,human,breathing,Chewing_and_mastication;Breathing;Respiratory_sounds,4.587,22050,FSD50K,370297.wav,CC-BY,,,,breathing from FSD50K (Breathing)
urban_domestic_cutlery_0084,data/corpus/urban/domestic/urban_domestic_cutlery_0084.wav,urban,domestic,cutlery,Cutlery_and_silverware;Dishes_and_pots_and_pans;Domestic_sounds_and_home_sounds,2.496,22050,FSD50K,370298.wav,CC-BY,,,,cutlery from FSD50K (Cutlery_and_silverware)
nature_human_sneezing_0034,data/corpus/nature/human/nature_human_sneezing_0034.wav,nature,human,sneezing,Sneeze;Breathing;Respiratory_sounds,1.707,22050,FSD50K,370761.wav,CC-BY,,,,sneezing from FSD50K (Sneeze)
urban_domestic_dishes_0069,data/corpus/urban/domestic/urban_domestic_dishes_0069.wav,urban,domestic,dishes,Dishes_and_pots_and_pans;Sink_(filling_or_washing);Domestic_sounds_and_home_sounds,11.143,22050,FSD50K,370876.wav,CC-BY,,,,dishes from FSD50K (Dishes_and_pots_and_pans)
urban_impact_drawer_0029,data/corpus/urban/impact/urban_impact_drawer_0029.wav,urban,impact,drawer,Crumpling_and_crinkling;Drawer_open_or_close;Domestic_sounds_and_home_sounds,21.18,22050,FSD50K,370881.wav,CC-BY,,,,drawer from FSD50K (Drawer_open_or_close)
urban_machine_engine_0121,data/corpus/urban/machine/urban_machine_engine_0121.wav,urban,machine,engine,Engine,3.9,22050,FSD50K,370889.wav,CC-BY,,,,engine from FSD50K (Engine)
nature_fire_crackle_0066,data/corpus/nature/fire/nature_fire_crackle_0066.wav,nature,fire,crackle,Crackle;Fire,24.497,22050,FSD50K,370938.wav,CC-BY,,,,crackle from FSD50K (Crackle)
music_string_plucked_guitar_0084,data/corpus/music/string_plucked/music_string_plucked_guitar_0084.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,1.972,22050,FSD50K,370989.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
nature_human_speech_female_0118,data/corpus/nature/human/nature_human_speech_female_0118.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Speech_synthesizer;Speech;Human_voice,1.5,22050,FSD50K,370994.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_impact_gunshot_0074,data/corpus/urban/impact/urban_impact_gunshot_0074.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,0.502,22050,FSD50K,370998.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0075,data/corpus/urban/impact/urban_impact_gunshot_0075.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,1.0,22050,FSD50K,371001.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0076,data/corpus/urban/impact/urban_impact_gunshot_0076.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,0.6,22050,FSD50K,371002.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
urban_impact_gunshot_0077,data/corpus/urban/impact/urban_impact_gunshot_0077.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,0.8,22050,FSD50K,371004.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
nature_human_fart_0068,data/corpus/nature/human/nature_human_fart_0068.wav,nature,human,fart,Fart,1.36,22050,FSD50K,371042.wav,CC-BY,,,,fart from FSD50K (Fart)
music_electronic_instrument_0225,data/corpus/music/electronic/music_electronic_instrument_0225.wav,music,electronic,instrument,Musical_instrument;Music;Bowed_string_instrument,29.268,22050,FSD50K,371059.wav,CC-BY,,,,instrument from FSD50K (Musical_instrument)
music_string_plucked_guitar_0085,data/corpus/music/string_plucked/music_string_plucked_guitar_0085.wav,music,string_plucked,guitar,Acoustic_guitar;Strum;Guitar;Plucked_string_instrument;Musical_instrument;Music,1.556,22050,FSD50K,371086.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0086,data/corpus/music/string_plucked/music_string_plucked_guitar_0086.wav,music,string_plucked,guitar,Acoustic_guitar;Strum;Guitar;Plucked_string_instrument;Musical_instrument;Music,2.984,22050,FSD50K,371087.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0087,data/corpus/music/string_plucked/music_string_plucked_guitar_0087.wav,music,string_plucked,guitar,Acoustic_guitar;Strum;Guitar;Plucked_string_instrument;Musical_instrument;Music,2.09,22050,FSD50K,371088.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
urban_impact_explosion_0056,data/corpus/urban/impact/urban_impact_explosion_0056.wav,urban,impact,explosion,Boom;Explosion,3.74,22050,FSD50K,371123.wav,CC-BY,,,,explosion from FSD50K (Explosion)
music_string_plucked_guitar_0088,data/corpus/music/string_plucked/music_string_plucked_guitar_0088.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.995,22050,FSD50K,371127.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0089,data/corpus/music/string_plucked/music_string_plucked_guitar_0089.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,5.28,22050,FSD50K,371130.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0090,data/corpus/music/string_plucked/music_string_plucked_guitar_0090.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.711,22050,FSD50K,371133.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0091,data/corpus/music/string_plucked/music_string_plucked_guitar_0091.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,2.094,22050,FSD50K,371135.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0092,data/corpus/music/string_plucked/music_string_plucked_guitar_0092.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,4.319,22050,FSD50K,371137.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
music_string_plucked_guitar_0093,data/corpus/music/string_plucked/music_string_plucked_guitar_0093.wav,music,string_plucked,guitar,Acoustic_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,3.78,22050,FSD50K,371138.wav,CC-BY,,,,guitar from FSD50K (Acoustic_guitar)
nature_human_speech_female_0119,data/corpus/nature/human/nature_human_speech_female_0119.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Gull_and_seagull;Waves_and_surf;Speech;Human_voice;Bird;Wild_animals;Animal;Ocean;Water,29.22,22050,FSD50K,371153.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
urban_alarm_alarm_0146,data/corpus/urban/alarm/urban_alarm_alarm_0146.wav,urban,alarm,alarm,Alarm;Keyboard_(musical);Musical_instrument;Music,1.0,22050,FSD50K,371177.wav,CC-BY,,,,alarm from FSD50K (Alarm)
urban_alarm_siren_0012,data/corpus/urban/alarm/urban_alarm_siren_0012.wav,urban,alarm,siren,Siren;Alarm,6.548,22050,FSD50K,371179.wav,CC-BY,,,,siren from FSD50K (Siren)
nature_human_speech_female_0120,data/corpus/nature/human/nature_human_speech_female_0120.wav,nature,human,speech_female,Female_speech_and_woman_speaking;Speech;Human_voice,18.2,22050,FSD50K,371224.wav,CC-BY,,,,speech_female from FSD50K (Female_speech_and_woman_speaking)
nature_human_applause_0076,data/corpus/nature/human/nature_human_applause_0076.wav,nature,human,applause,Applause;Chatter;Crowd;Cheering;Clapping;Shout;Human_group_actions;Human_voice;Hands,10.057,22050,FSD50K,371339.wav,CC-BY,,,,applause from FSD50K (Applause)
music_voice_singing_0029,data/corpus/music/voice/music_voice_singing_0029.wav,music,voice,singing,Singing;Human_voice,6.002,22050,FSD50K,371355.wav,CC-BY,,,,singing from FSD50K (Singing)
nature_human_breathing_0059,data/corpus/nature/human/nature_human_breathing_0059.wav,nature,human,breathing,Breathing;Cough;Respiratory_sounds,5.213,22050,FSD50K,371360.wav,CC-BY,,,,breathing from FSD50K (Breathing)
urban_alarm_car_horn_0029,data/corpus/urban/alarm/urban_alarm_car_horn_0029.wav,urban,alarm,car_horn,Vehicle_horn_and_car_horn_and_honking;Alarm;Car;Motor_vehicle_(road);Vehicle,14.655,22050,FSD50K,371450.wav,CC-BY,,,,car_horn from FSD50K (Vehicle_horn_and_car_horn_and_honking)
urban_machine_fan_0038,data/corpus/urban/machine/urban_machine_fan_0038.wav,urban,machine,fan,Mechanical_fan;Mechanisms,21.483,22050,FSD50K,371510.wav,CC-BY,,,,fan from FSD50K (Mechanical_fan)
urban_impact_crack_0043,data/corpus/urban/impact/urban_impact_crack_0043.wav,urban,impact,crack,Crack,3.004,22050,FSD50K,371544.wav,CC-BY,,,,crack from FSD50K (Crack)
nature_human_applause_0077,data/corpus/nature/human/nature_human_applause_0077.wav,nature,human,applause,Applause;Crowd;Clapping;Laughter;Human_group_actions;Human_voice;Hands,5.8,22050,FSD50K,371562.wav,CC-BY,,,,applause from FSD50K (Applause)
nature_human_applause_0078,data/corpus/nature/human/nature_human_applause_0078.wav,nature,human,applause,Applause;Crowd;Cheering;Clapping;Shout;Human_group_actions;Human_voice;Hands,6.769,22050,FSD50K,371602.wav,CC-BY,,,,applause from FSD50K (Applause)
music_percussion_gong_0035,data/corpus/music/percussion/music_percussion_gong_0035.wav,music,percussion,gong,Gong;Percussion;Musical_instrument;Music,1.519,22050,FSD50K,371752.wav,CC-BY,,,,gong from FSD50K (Gong)
music_percussion_gong_0036,data/corpus/music/percussion/music_percussion_gong_0036.wav,music,percussion,gong,Gong;Percussion;Musical_instrument;Music,0.826,22050,FSD50K,371753.wav,CC-BY,,,,gong from FSD50K (Gong)
music_string_plucked_electric_guitar_0119,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0119.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,6.0,22050,FSD50K,37199.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
urban_impact_explosion_0057,data/corpus/urban/impact/urban_impact_explosion_0057.wav,urban,impact,explosion,Boom;Explosion,4.382,22050,FSD50K,372086.wav,CC-BY,,,,explosion from FSD50K (Explosion)
urban_impact_knock_0055,data/corpus/urban/impact/urban_impact_knock_0055.wav,urban,impact,knock,Knock;Door;Domestic_sounds_and_home_sounds,2.313,22050,FSD50K,372230.wav,CC-BY,,,,knock from FSD50K (Knock)
urban_impact_knock_0056,data/corpus/urban/impact/urban_impact_knock_0056.wav,urban,impact,knock,Knock;Door;Domestic_sounds_and_home_sounds,1.768,22050,FSD50K,372231.wav,CC-BY,,,,knock from FSD50K (Knock)
urban_impact_knock_0057,data/corpus/urban/impact/urban_impact_knock_0057.wav,urban,impact,knock,Knock;Door;Domestic_sounds_and_home_sounds,1.643,22050,FSD50K,372232.wav,CC-BY,,,,knock from FSD50K (Knock)
nature_human_voice_0043,data/corpus/nature/human/nature_human_voice_0043.wav,nature,human,voice,Human_voice,2.923,22050,FSD50K,37233.wav,CC-BY,,,,voice from FSD50K (Human_voice)
nature_human_voice_0044,data/corpus/nature/human/nature_human_voice_0044.wav,nature,human,voice,Human_voice,4.65,22050,FSD50K,37235.wav,CC-BY,,,,voice from FSD50K (Human_voice)
urban_impact_gunshot_0078,data/corpus/urban/impact/urban_impact_gunshot_0078.wav,urban,impact,gunshot,Gunshot_and_gunfire;Explosion,5.454,22050,FSD50K,37237.wav,CC-BY,,,,gunshot from FSD50K (Gunshot_and_gunfire)
nature_human_laughing_0083,data/corpus/nature/human/nature_human_laughing_0083.wav,nature,human,laughing,Giggle;Laughter;Human_voice,2.713,22050,FSD50K,37239.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_human_laughing_0084,data/corpus/nature/human/nature_human_laughing_0084.wav,nature,human,laughing,Giggle;Laughter;Human_voice,4.385,22050,FSD50K,37240.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_human_laughing_0085,data/corpus/nature/human/nature_human_laughing_0085.wav,nature,human,laughing,Giggle;Laughter;Human_voice,3.157,22050,FSD50K,37241.wav,CC-BY,,,,laughing from FSD50K (Laughter)
nature_human_gasp_0026,data/corpus/nature/human/nature_human_gasp_0026.wav,nature,human,gasp,Gasp;Breathing;Respiratory_sounds,1.231,22050,FSD50K,37242.wav,CC-BY,,,,gasp from FSD50K (Gasp)
music_voice_male_singing_0027,data/corpus/music/voice/music_voice_male_singing_0027.wav,music,voice,male_singing,Male_singing;Singing;Human_voice,5.945,22050,FSD50K,37243.wav,CC-BY,,,,male_singing from FSD50K (Male_singing)
nature_weather_thunder_0078,data/corpus/nature/weather/nature_weather_thunder_0078.wav,nature,weather,thunder,Thunder;Thunderstorm,11.346,22050,FSD50K,37244.wav,CC-BY,,,,thunder from FSD50K (Thunder)
music_voice_singing_0030,data/corpus/music/voice/music_voice_singing_0030.wav,music,voice,singing,Singing;Human_voice,3.781,22050,FSD50K,37245.wav,CC-BY,,,,singing from FSD50K (Singing)
music_string_plucked_bass_guitar_0044,data/corpus/music/string_plucked/music_string_plucked_bass_guitar_0044.wav,music,string_plucked,bass_guitar,Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,6.845,22050,FSD50K,37247.wav,CC-BY,,,,bass_guitar from FSD50K (Bass_guitar)
music_string_plucked_electric_guitar_0120,data/corpus/music/string_plucked/music_string_plucked_electric_guitar_0120.wav,music,string_plucked,electric_guitar,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,2.793,22050,FSD50K,37248.wav,CC-BY,,,,electric_guitar from FSD50K (Electric_guitar)
urban_impact_knock_0058,data/corpus/urban/impact/urban_impact_knock_0058.wav,urban,impact,knock,Knock;Wood;Door;Domestic_sounds_and_home_sounds,1.718,22050,FSD50K,372573.wav,CC-BY,,,,knock from FSD50K (Knock)
nature_animal_insect_0090,data/corpus/nature/animal/nature_animal_insect_0090.wav,nature,animal,insect,Buzz;Bird_vocalization_and_bird_call_and_bird_song;Bird;Wild_animals;Animal;Insect,27.151,22050,FSD50K,372595.wav,CC-BY,,,,insect from FSD50K (Buzz)
nature_human_chatter_0157,data/corpus/nature/human/nature_human_chatter_0157.wav,nature,human,chatter,Chatter;Alarm;Mechanisms;Human_group_actions,18.126,22050,FSD50K,372871.wav,CC-BY,,,,chatter from FSD50K (Chatter)
urban_alarm_bicycle_bell_0029,data/corpus/urban/alarm/urban_alarm_bicycle_bell_0029.wav,urban,alarm,bicycle_bell,Bicycle_bell;Bicycle;Vehicle;Alarm;Bell,9.935,22050,FSD50K,372893.wav,CC-BY,,,,bicycle_bell from FSD50K (Bicycle_bell)
nature_human_applause_0079,data/corpus/nature/human/nature_human_applause_0079.wav,nature,human,applause,Applause;Cheering;Clapping;Laughter;Human_group_actions;Human_voice;Hands,22.694,22050,FSD50K,376006.wav,CC-BY,,,,applause from FSD50K (Applause)
nature_weather_rain_0082,data/corpus/nature/weather/nature_weather_rain_0082.wav,nature,weather,rain,Raindrop;Rain;Water,29.719,22050,FSD50K,37618.wav,CC-BY,,,,rain from FSD50K (Raindrop)
nature_human_chatter_0158,data/corpus/nature/human/nature_human_chatter_0158.wav,nature,human,chatter,Chatter;Subway_and_metro_and_underground;Hiss;Human_group_actions;Rail_transport;Vehicle,13.32,22050,FSD50K,376367.wav,CC-BY,,,,chatter from FSD50K (Chatter)
urban_alarm_alarm_0147,data/corpus/urban/alarm/urban_alarm_alarm_0147.wav,urban,alarm,alarm,Alarm,10.28,22050,FSD50K,376374.wav,CC-BY,,,,alarm from FSD50K (Alarm)
nature_water_drip_0043,data/corpus/nature/water/nature_water_drip_0043.wav,nature,water,drip,Drip;Liquid,14.75,22050,FSD50K,376377.wav,CC-BY,,,,drip from FSD50K (Drip)
urban_impact_shatter_0055,data/corpus/urban/impact/urban_impact_shatter_0055.wav,urban,impact,shatter,Shatter;Chink_and_clink;Glass,6.628,22050,FSD50K,376462.wav,CC-BY,,,,shatter from FSD50K (Shatter)
urban_impact_glass_0043,data/corpus/urban/impact/urban_impact_glass_0043.wav,urban,impact,glass,Chink_and_clink;Glass,8.564,22050,FSD50K,376463.wav,CC-BY,,,,glass from FSD50K (Glass)
nature_animal_bird_0197,data/corpus/nature/animal/nature_animal_bird_0197.wav,nature,animal,bird,Bird;Wild_animals;Animal,22.5,22050,FSD50K,376481.wav,CC-BY,,,,bird from FSD50K (Bird)
nature_animal_bird_0198,data/corpus/nature/animal/nature_animal_bird_0198.wav,nature,animal,bird,Bird;Wild_animals;Animal,14.0,22050,FSD50K,376482.wav,CC-BY,,,,bird from FSD50K (Bird)
nature_animal_bird_0199,data/corpus/nature/animal/nature_animal_bird_0199.wav,nature,animal,bird,Bird;Wild_animals;Animal,15.5,22050,FSD50K,376483.wav,CC-BY,,,,bird from FSD50K (Bird)
urban_domestic_scissors_0034,data/corpus/urban/domestic/urban_domestic_scissors_0034.wav,urban,domestic,scissors,Scissors;Domestic_sounds_and_home_sounds,3.393,22050,FSD50K,376499.wav,CC-BY,,,,scissors from FSD50K (Scissors)
urban_machine_hammer_0044,data/corpus/urban/machine/urban_machine_hammer_0044.wav,urban,machine,hammer,Hammer;Tools,5.295,22050,FSD50K,376500.wav,CC-BY,,,,hammer from FSD50K (Hammer)
urban_machine_saw_0032,data/corpus/urban/machine/urban_machine_saw_0032.wav,urban,machine,saw,Sawing;Tools,4.833,22050,FSD50K,376502.wav,CC-BY,,,,saw from FSD50K (Sawing)
urban_machine_saw_0033,data/corpus/urban/machine/urban_machine_saw_0033.wav,urban,machine,saw,Sawing;Tools,5.295,22050,FSD50K,376503.wav,CC-BY,,,,saw from FSD50K (Sawing)
urban_machine_saw_0034,data/corpus/urban/machine/urban_machine_saw_0034.wav,urban,machine,saw,Sawing;Tools,3.429,22050,FSD50K,376507.wav,CC-BY,,,,saw from FSD50K (Sawing)
urban_machine_saw_0035,data/corpus/urban/machine/urban_machine_saw_0035.wav,urban,machine,saw,Sawing;Tools,3.216,22050,FSD50K,376509.wav,CC-BY,,,,saw from FSD50K (Sawing)
urban_transport_skateboard_0026,data/corpus/urban/transport/urban_transport_skateboard_0026.wav,urban,transport,skateboard,Skateboard;Vehicle,4.503,22050,FSD50K,376517.wav,CC-BY,,,,skateboard from FSD50K (Skateboard)
music_percussion_percussion_0088,data/corpus/music/percussion/music_percussion_percussion_0088.wav,music,percussion,percussion,Rattle_(instrument);Percussion;Musical_instrument;Music,2.162,22050,FSD50K,376522.wav,CC-BY,,,,percussion from FSD50K (Percussion)
nature_human_shout_0011,data/corpus/nature/human/nature_human_shout_0011.wav,nature,human,shout,Shout;Human_voice,7.728,22050,FSD50K,376638.wav,CC-BY,,,,shout from FSD50K (Shout)
urban_alarm_chime_0039,data/corpus/urban/alarm/urban_alarm_chime_0039.wav,urban,alarm,chime,Wind_chime;Chime;Bell,20.611,22050,FSD50K,376647.wav,CC-BY,,,,chime from FSD50K (Chime)
music_percussion_hihat_0088,data/corpus/music/percussion/music_percussion_hihat_0088.wav,music,percussion,hihat,Hi-hat;Bass_drum;Keyboard_(musical);Bell;Snare_drum;Musical_instrument;Music;Drum;Percussion;Cymbal,28.8,22050,FSD50K,376650.wav,CC-BY,,,,hihat from FSD50K (Hi-hat)
nature_animal_insect_0091,data/corpus/nature/animal/nature_animal_insect_0091.wav,nature,animal,insect,Buzz;Insect;Wild_animals;Animal,1.45,22050,FSD50K,37678.wav,CC-BY,,,,insect from FSD50K (Buzz)
urban_impact_thud_0040,data/corpus/urban/impact/urban_impact_thud_0040.wav,urban,impact,thud,Thump_and_thud;Boom;Explosion,3.5,22050,FSD50K,376817.wav,CC-BY,,,,thud from FSD50K (Thump_and_thud)
nature_animal_bird_0200,data/corpus/nature/animal/nature_animal_bird_0200.wav,nature,animal,bird,Chirp_and_tweet;Insect;Wild_animals;Animal;Bird_vocalization_and_bird_call_and_bird_song;Bird,27.051,22050,FSD50K,376825.wav,CC-BY,,,,bird from FSD50K (Chirp_and_tweet)
nature_human_breathing_0060,data/corpus/nature/human/nature_human_breathing_0060.wav,nature,human,breathing,Breathing;Respiratory_sounds,14.5,22050,FSD50K,376925.wav,CC-BY,,,,breathing from FSD50K (Breathing)
